coronavirus tracking,covid19 data,python,javascript,react,coronavirus real time,coronavirus info,reactjs,api,covid 19 india,covid api,android,coronavirus analysis,machine learning,data visualization,deep learning,flutter,nodejs,dataset,visualization,dashboard,data,pandemic,data science,india,flask,r,data analysis,jupyter notebook,java,android app,epidemiology,open source,tracker,css,typescript,firebase,ios,html,vuejs,react native,docker,kotlin,material ui,covid 19 italy,chartjs,computer vision,health,dart,flutter apps,artificial intelligence,pandas,webapp,bootstrap,simulation,coronavirus globaloutbreak,rest api,angular,django,statistics,nlp,tensorflow,vue,convolutional neural networks,time series,json,golang,bot,coronavirus dataset,plotly,open data,telegram bot,social distancing,app,epidemic,virus,brazil,express,php,healthcare,twitter,map,country,html5,mask,covid19 dataset,covid 19 brazil,italy,react hooks,swift,matplotlib,heroku,wirvsvirus,contact tracing,pytorch,website,retrofit2,graphql,cli,csv,hackathon,spring boot,prediction,beautifulsoup4,axios,keras
1.0,0.23074083364480544,0.08414636071623355,0.0949451130430891,0.07402629565213671,0.39990125252725034,0.29145674627126916,0.08341245390295171,0.11067618836604838,0.29639336568196784,0.20779478621628886,0.16592796180179598,0.22522192635161323,0.02442720572422907,0.0620496932635935,0.008458311905636982,0.16313851185441006,0.057800622501852146,0.028342375993809826,0.037680684556431934,0.05671239634526767,0.042796049251091296,0.05314588179902179,0.04085605045877877,0.23421013329391807,0.04657127599530763,0.015362886358213769,0.04766539220190857,0.009464899825923332,0.06406185113300612,0.11548523916284731,0.023059192053884958,0.02781459393413108,0.060123258780485224,0.02882636231459838,0.01181908700606436,0.02781459393413108,0.059598687502356563,0.025938322828662964,0.023841080514969495,0.037451379587213875,0.029799343751178282,0.07091452203638617,0.04956347617776507,0.032552336799117856,0.03813696271356911,0.008735706972682653,0.03972667900816196,0.12410041356367578,0.1361593144107471,0.012969161414331482,0.01784718626709803,0.06386903850265856,0.0182482967150453,0.0,0.170748216897156,0.032303716710272753,0.023979290835216074,0.046118384107769916,0.032686022523030676,0.0046148166728961085,0.008828150890702657,0.011720180773462386,0.0,0.02768890003737665,0.02737244507256795,0.024874698365017794,0.017132130891822073,0.09818087045699815,0.02870846258816073,0.020174251088960083,0.04727634802425744,0.021398024625545648,0.03530493940568015,0.020759133108398234,0.04151826621679647,0.039735134191615826,0.01580348853102535,0.034824577711024915,0.016048518469159237,0.00648872024203174,0.027175518449975015,0.038045725829965016,0.027175518449975015,0.0,0.033149677206589796,0.0386746234076881,0.02174041475998001,0.03431317581537582,0.04151826621679647,0.02911902324227551,0.040766632539185714,0.005619396567649799,0.022875450543583878,0.0,0.011869488458622457,0.07570946042991633,0.0049749396730035585,0.06743275881179758,0.011869488458622457,0.0059347442293112285,0.027624731005491496,0.011869488458622457,0.030261376633440123,0.017804232687933685,0.005349506156386412
0.23074083364480544,1.0,0.11183616817827974,0.029805984337884076,0.02288019266154875,0.16239427827783728,0.17042115171053648,0.023580443473636137,0.10328506458254434,0.17856910098548706,0.2317978269055591,0.03111345191024653,0.14792982473464825,0.02667122624037985,0.08599029209398244,0.015344872638085653,0.029303177430330264,0.0405258142408975,0.12568863758880933,0.04966282730189318,0.05477743344639721,0.05545685479033975,0.026782228355270558,0.05833526077250814,0.12017333402020842,0.02503363710163004,0.06503231220173925,0.04117783113353516,0.03815778004493361,0.014674181772093732,0.03145805309302787,0.046481610719011864,0.0240288519438982,0.012119357448701655,0.020752426878823012,0.011912173678640626,0.0120144259719491,0.015017021115565557,0.01742840803801196,0.004004808657316367,0.0034314859277945965,0.030034042231131115,0.011912173678640626,0.007685205569389801,0.0947807401549436,0.0213540710879491,0.013206763594884359,0.017795362132005166,0.013897535958414064,0.019328408438016857,0.026142612057017945,0.044969375041328793,0.022990024493585146,0.013794014696151087,0.00646592645026247,0.0930232558139535,0.0372093023255814,0.018797450624778514,0.00774693511983531,0.028237248320100702,0.00930232558139535,0.013346521599003873,0.003937496154790789,0.004546628929803157,0.041860465116279076,0.05517605878460435,0.015042366316917008,0.017267062892749267,0.10884955311896456,0.019289712886816485,0.07116599948854885,0.01985362279773438,0.004313310928137536,0.010166571355506979,0.02092263123863766,0.01046131561931883,0.016019234629265466,0.01592795619605697,0.02005648842255601,0.00539163866017192,0.016349562879842853,0.021911641426591074,0.02738955178323884,0.021911641426591074,0.0035697215234995706,0.1113692092779409,0.05011614417507341,0.05477910356647768,0.00576390417704235,0.01046131561931883,0.04108770896186245,0.011739345417674985,0.005663654717885991,0.0,0.011962972091091584,0.005981486045545792,0.017609018126512478,0.010028244211278004,0.022654618871543963,0.04785188836436634,0.0,0.005568460463897045,0.02392594418218317,0.036599656879825124,0.005981486045545792,0.01078327732034384
0.08414636071623355,0.11183616817827974,1.0,0.023574941499444627,0.005979881641373997,0.05684602813601456,0.03819164121377162,0.0041085977176647664,0.05173888038304065,0.07523926510496998,0.03259372433878084,0.0019482187153511642,0.04343963497776986,0.1109948650646737,0.09137197775457473,0.07003483860275478,0.001630991532500285,0.007612766656691004,0.02861889352716288,0.10243775687557351,0.05965177199938622,0.037040212774409394,0.05031036607998148,0.10657452673969615,0.06879859325514648,0.19437264809025467,0.0279229891062404,0.0825093110242809,0.1847733549756773,0.0,0.0,0.050449024402168856,0.01604912128701912,0.01618929094649013,0.02910760177753243,0.0,0.00802456064350956,0.0,0.04365230938229578,0.00401228032175478,0.0,0.07898644934440116,0.0,0.0,0.01826107116303263,0.004278782161490046,0.06174654780291237,0.026742843695030553,0.0,0.0,0.03492184750583662,0.18021309280812484,0.05527899928227821,0.02303291636761592,0.035628943660013755,0.009319680681523312,0.03727872272609325,0.002690360075119419,0.15134707320650656,0.0377199063991114,0.0419385630668549,0.07577139046925323,0.0,0.06377156035372793,0.027959042044569938,0.004606583273523184,0.005023476819192701,0.09687595450585841,0.009913875529090036,0.11112278183338593,0.005092769427934507,0.06365012214712577,0.03889222341312986,0.0,0.020961666032347007,0.020961666032347007,0.01203684096526434,0.0,0.0,0.005401697696268036,0.062244250124291106,0.0054881303475414174,0.016464391042624253,0.016464391042624253,0.028611051660040143,0.0278942469585241,0.0,0.03841691243278992,0.0,0.0,0.13525434280637946,0.07056748320332842,0.011348442494136593,0.0,0.053933809897246464,0.023970582176553984,0.0,0.005023476819192701,0.0056742212470682965,0.017977936632415488,0.0,0.0,0.029963227720692483,0.134449112897471,0.0,0.07562376774775251
0.0949451130430891,0.029805984337884076,0.023574941499444627,1.0,0.17447110537386806,0.04289377956619156,0.04915996762308145,0.19710031396166774,0.10102383506720981,0.03095804675685243,0.037718596657400245,0.003279340756116418,0.021505823920521215,0.013839422072265486,0.030760391352007914,0.005750546327852951,0.0,0.18794153752940854,0.004817277608467333,0.04926526816378993,0.03213084618079199,0.010391328106475828,0.022582657363358977,0.005786827737156788,0.018094576362831138,0.04749356901459777,0.0,0.005786827737156788,0.005362412100731557,0.019797129030549955,0.015915175351980757,0.006532181680580171,0.05402939323154051,0.027250637310442923,0.24497697324672135,0.06696195030752566,0.06078306738548308,0.006331143136646553,0.21308557851907928,0.05402939323154051,0.023147310948627153,0.018993429409939658,0.0,0.11016223710929636,0.0061475926130276455,0.11523621752038478,0.0,0.022507456830317185,0.0,0.0,0.014695557139246846,0.007583595919888167,0.03877017543326962,0.12406456138646277,0.016356122383769687,0.023531040266750583,0.023531040266750583,0.009057101621546916,0.026128726722320684,0.0,0.007843680088916862,0.007502485610105728,0.03984095364447978,0.0076673951038039355,0.0,0.08529438595319316,0.008455771490530683,0.005823804648455101,0.0,0.008132500607904443,0.0,0.013392390061505131,0.014547859349066158,0.017144816662454657,0.008820935400416051,0.0,0.027014696615770255,0.1074430618700507,0.04227885745265342,0.009092412093166347,0.0,0.009237899924561555,0.0,0.1847579984912311,0.0,0.0,0.0,0.009237899924561555,0.03888078956798695,0.0,0.0,0.0,0.0,0.0,0.0,0.050435627722400206,0.0,0.0,0.019102275168708428,0.02017425108896008,0.030261376633440123,0.0187812056606337,0.01008712554448004,0.020573779994945588,0.04034850217792016,0.0
0.07402629565213671,0.02288019266154875,0.005979881641373997,0.17447110537386806,1.0,0.018831089428867735,0.014388034131335048,0.7872068818555424,0.026508739199606647,0.030339733464197695,0.015220988371246986,0.012477275659690647,0.010910082779885257,0.002194016737515448,0.04179911134176203,0.0,0.0,0.054172897848788655,0.0,0.024992678998330013,0.04075061166172061,0.0032947543143888756,0.007160230820921174,0.0036696321121340763,0.016064175069566554,0.016731862035256367,0.0,0.0036696321121340763,0.0,0.0,0.003364125170391893,0.004142287406178835,0.021413718081726,0.025920889205435216,0.02663118206456537,0.06794070514643757,0.064241154245178,0.016059207023964656,0.02329743118048008,0.0,0.09174080280335191,0.016059207023964656,0.004246294071652348,0.13971554060443575,0.011695217633781757,0.05937373058169174,0.0,0.014272774324466744,0.0,0.0,0.004659486236096015,0.0,0.04917107860304125,0.029502647161824748,0.010371995617579241,0.004973954926423642,0.019895819705694567,0.0,0.004142287406178835,0.010065640694646235,0.004973954926423642,0.014272774324466744,0.0,0.0,0.0,0.004917107860304124,0.0,0.0,0.0,0.0,0.016308201826336056,0.0,0.0,0.02718033637722676,0.0,0.02796833539435112,0.021413718081726,0.03974450965493415,0.005362103730042052,0.005765820050180531,0.0,0.03514847417439228,0.011716158058130758,0.01757423708719614,0.0,0.0,0.0,0.011716158058130758,0.11095057636234604,0.0,0.0,0.006277029809622578,0.012113428212804355,0.0,0.0,0.006396603026469004,0.0,0.032172622380252314,0.006056714106402177,0.0,0.012793206052938008,0.0,0.006396603026469004,0.0,0.05117282421175203,0.0
0.39990125252725034,0.16239427827783728,0.05684602813601456,0.04289377956619156,0.018831089428867735,1.0,0.4386255719772758,0.015094657659915087,0.11296449478972306,0.2386890755847017,0.20955676437253082,0.09407129998968408,0.28968272975116055,0.017260791941791497,0.03288424157779934,0.007172191381865586,0.017120376426704602,0.042618960132034145,0.024032803130483338,0.018433375453644367,0.05009275748152402,0.05832118435198043,0.07041380561383087,0.02165232674872103,0.21213827663340118,0.03290827098661624,0.019540346058684974,0.028869768998294704,0.0066881029492094,0.037037037037037035,0.09263198531617546,0.0,0.0168466231906423,0.016993758064486057,0.04364856673991034,0.008351622533364765,0.0,0.015792645655971143,0.02749286996141075,0.00842331159532115,0.014434884499147352,0.0,0.025054867600094295,0.008082144082814532,0.015334790207607871,0.008982800927271592,0.009259259259259259,0.028071730702217298,0.01670324506672953,0.02032671481290562,0.009164289987136916,0.009458405897319428,0.03868392354571063,0.019341961772855316,0.0,0.24456969620156216,0.04891393924031243,0.01694428559251163,0.05702943361941516,0.009898564515274978,0.0,0.018714487134811532,0.01656346649999844,0.0,0.009782787848062488,0.019341961772855316,0.03163859985841663,0.0,0.1456911262460413,0.03042903097250923,0.010691671651659736,0.025054867600094295,0.018144368465060578,0.021383343303319473,0.022003278732814983,0.06600983619844494,0.0168466231906423,0.022334173672426936,0.04218479981122218,0.01134023029066286,0.0,0.011521685497004726,0.03456505649101418,0.02304337099400945,0.0,0.03513641844631532,0.023424278964210215,0.02304337099400945,0.024246432248443597,0.011001639366407492,0.012345679012345678,0.04938271604938271,0.0,0.0,0.0,0.025161711869879904,0.024691358024691357,0.02109239990561109,0.02382472299639544,0.012580855934939952,0.012580855934939952,0.011712139482105107,0.0,0.012830005981991683,0.012580855934939952,0.02268046058132572
0.29145674627126916,0.17042115171053648,0.03819164121377162,0.04915996762308145,0.014388034131335048,0.4386255719772758,1.0,0.024713969163151855,0.05975402095327397,0.1166645473339205,0.2450715406979359,0.04218801499356069,0.36274223848613435,0.004945588740307846,0.04396953697158253,0.004109974682633932,0.031394282689703006,0.04273937576108645,0.020657747505613718,0.021126236709611532,0.005741061666394991,0.037133946065002595,0.08877031782049931,0.024815432277049264,0.04655656826595113,0.030172571456188572,0.0,0.041359053795082104,0.022995426919812597,0.021223817998900444,0.09858107763239879,0.028011705113493192,0.0,0.009738155563505966,0.0,0.02871503729627124,0.009653840941344685,0.01809973280466669,0.0,0.028961522824034056,0.00827181075901642,0.009049866402333346,0.01914335819751416,0.009262833572945472,0.026362486509824805,0.0,0.010611908999450224,0.04289682984033641,0.0239291977468927,0.03727386682888285,0.010503066029911539,0.0,0.022167554926073633,0.0,0.0,0.291509864768023,0.02242383575138638,0.01941961141099032,0.018674470075662128,0.011344607913018797,0.02242383575138638,0.010724207460084102,0.00949157995752499,0.0,0.0,0.07758644224125771,0.03626056179729389,0.008324666317641163,0.19082809733147843,0.011624763874381928,0.036760731104690386,0.00957167909875708,0.0,0.012253577034896795,0.025217653493034467,0.050435306986068934,0.009653840941344685,0.012798443803844426,0.03626056179729389,0.025993762245501813,0.0,0.0,0.0,0.026409688851131905,0.0,0.04026936331284146,0.05369248441712195,0.0,0.013894250359418207,0.025217653493034467,0.0,0.028298423998533925,0.0,0.0,0.0,0.04325623505463543,0.028298423998533925,0.012086853932431295,0.0819155567294538,0.01441874501821181,0.0,0.0,0.0,0.0,0.0,0.012996881122750907
0.08341245390295171,0.023580443473636137,0.0041085977176647664,0.19710031396166774,0.7872068818555424,0.015094657659915087,0.024713969163151855,1.0,0.034150052596813175,0.03862552771748729,0.02465073033326986,0.006429572026566924,0.011243987062928918,0.006783494582998754,0.017231351096078137,0.003758230140014144,0.0,0.06420549514533462,0.0,0.025757582687022787,0.02099889430608178,0.0,0.0,0.0037819416064025523,0.009460469093616655,0.017243942512516184,0.0,0.0037819416064025523,0.0,0.003234569498553233,0.0034670845911178145,0.0,0.013241452366835283,0.048976034927551045,0.03202060437304626,0.06126753316034332,0.04855199201172937,0.008275350410322683,0.028812541947977756,0.0,0.04538329927683063,0.004137675205161341,0.0,0.1990471427664659,0.008035434036903079,0.12708873027892076,0.0,0.00490319805065359,0.0,0.0,0.004802090324662959,0.004956207137705683,0.030405578922032963,0.030405578922032963,0.0,0.010252366727667885,0.02050473345533577,0.0,0.008538125135380147,0.005186850367412309,0.0,0.0,0.0,0.0,0.0,0.0,0.0055262115042641145,0.0,0.0,0.0,0.0,0.0,0.0,0.011204877424213572,0.0,0.011529723749687198,0.008827634911223523,0.011703112783668097,0.0,0.0,0.0,0.018112098545539832,0.012074732363693223,0.04226156327292628,0.0,0.0,0.0,0.006037366181846611,0.09528852579245707,0.0,0.0,0.006469138997106466,0.0,0.0,0.0,0.013184743530803138,0.0,0.0,0.0,0.0,0.006592371765401569,0.006137164119322155,0.006592371765401569,0.006722926454528144,0.05273897412321255,0.0
0.11067618836604838,0.10328506458254434,0.05173888038304065,0.10102383506720981,0.026508739199606647,0.11296449478972306,0.05975402095327397,0.034150052596813175,1.0,0.051883176256519684,0.2528532389520093,0.03022750068345768,0.028318727782772075,0.0,0.017359320614234074,0.0,0.03253574116367824,0.1124909922929035,0.0380601572166848,0.012974436352046745,0.005288710919578649,0.08209939587609869,0.014868347496194811,0.01524011356365335,0.019061455511114524,0.09033442881567565,0.006876791960130463,0.022860170345480026,0.007061189057479251,0.019551547175144377,0.04191399688507295,0.008601533962316436,0.0,0.08970865086981311,0.06451681408775528,0.00881750566530432,0.0,0.008336807727202585,0.05805303955530826,0.0355727751898022,0.022860170345480026,0.03334723090881034,0.026452516995912962,0.01706598950163793,0.0,0.047419467145509916,0.0,0.009879223808022305,0.026452516995912962,0.030044855502665408,0.0,0.0,0.07147323755368395,0.13273601259969878,0.0,0.0309855193747633,0.16525610333207094,0.011926331967999972,0.034406135849265745,0.03135222467603063,0.010328506458254434,0.0,0.017487435419566724,0.0,0.0309855193747633,0.09189416256902223,0.07794153078860598,0.015337495471844778,0.021974042014452445,0.010708823421952984,0.011288091024643272,0.00881750566530432,0.0,0.06772854614785963,0.0,0.02323069967623409,0.0177863875949011,0.11790026554706715,0.0668070263902337,0.0,0.0,0.0,0.036493217960162076,0.036493217960162076,0.0,0.012365484170737448,0.024730968341474896,0.012164405986720693,0.07679695275737068,0.0,0.013034364783429585,0.14337801261772543,0.01257687528116686,0.0,0.013282660709046375,0.03984798212713912,0.013034364783429585,0.044538017593489125,0.01257687528116686,0.013282660709046375,0.013282660709046375,0.037096452512212344,0.0,0.013545709229571929,0.013282660709046375,0.0
0.29639336568196784,0.17856910098548706,0.07523926510496998,0.03095804675685243,0.030339733464197695,0.2386890755847017,0.1166645473339205,0.03862552771748729,0.051883176256519684,1.0,0.14591350804388875,0.11861459493395851,0.09151425394035549,0.01840350883831613,0.06544771955484657,0.006117609802904954,0.08177701230402072,0.027264278908456393,0.015374308652101975,0.06813289926946646,0.04699996426450356,0.011054617607630525,0.024024132349405765,0.0,0.612136401540883,0.02806951884934366,0.0,0.06771827802376365,0.022818802224587795,0.03159120118032817,0.11287371923446514,0.01389827553946289,0.021554305028202898,0.05798014882110035,0.007446117526812838,0.007123620266109585,0.021554305028202898,0.013470533444360342,0.007816795073779753,0.014369536685468597,0.006156207093069423,0.006735266722180171,0.01424724053221917,0.013787530543184011,0.026159999895359998,0.007661991723919432,0.0,0.01596275445768735,0.042741721596657505,0.07281928121462723,0.007816795073779753,0.008067664895780351,0.016497966750889208,0.008248983375444604,0.0,0.04172175256670258,0.02503305154002155,0.009635226030179477,0.02779655107892578,0.008443103660959754,0.0,0.0,0.007064007333008537,0.008156813070539939,0.0,0.008248983375444604,0.0,0.0,0.017752722477790937,0.008651606752574783,0.0,0.03561810133054792,0.007738232325341367,0.027358782758229137,0.0,0.009383985068515125,0.0,0.00952510554470738,0.0,0.009672790406676708,0.0,0.009827564880753332,0.019655129761506664,0.019655129761506664,0.0,0.009990014975043671,0.009990014975043671,0.0,0.010340647907388008,0.0,0.010530400393442722,0.021060800786885443,0.0,0.0,0.0,0.0,0.010530400393442722,0.00899551235872028,0.020321593665607422,0.010730997473258171,0.0,0.0,0.010730997473258171,0.02188702620658331,0.03219299241977451,0.0
